restaurant_id,restaurant_name,rating,n_comment,rank,url
1247,Depot Ikan Bakar Jambangan,3.5,3,"#1,247 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610135-Reviews-Depot_Ikan_Bakar_Jambangan-Surabaya_East_Java_Java.html
1248,A&W Maspion Square,3.5,6,"#1,248 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9461383-Reviews-A_W_Maspion_Square-Surabaya_East_Java_Java.html
1249,"Mie Gloria, Pakuwon Trade Center",3,9,"#1,249 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8292987-Reviews-Mie_Gloria_Pakuwon_Trade_Center-Surabaya_East_Java_Java.html
1250,Papa Jack,3.5,8,"#1,250 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14206060-Reviews-Papa_Jack-Surabaya_East_Java_Java.html
1251,Kedai Kopi Medan,3.5,4,"#1,251 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488413-Reviews-Kedai_Kopi_Medan-Surabaya_East_Java_Java.html
1252,Rumah Makan Antika Jaya,3.5,6,"#1,252 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4234007-Reviews-Rumah_Makan_Antika_Jaya-Surabaya_East_Java_Java.html
1253,Rumah Makan Ampera Mulya,3.5,4,"#1,253 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610383-Reviews-Rumah_Makan_Ampera_Mulya-Surabaya_East_Java_Java.html
1254,Kayoon Resto,3.5,6,"#1,254 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233730-Reviews-Kayoon_Resto-Surabaya_East_Java_Java.html
1255,Aroma Depot,3.5,4,"#1,255 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610022-Reviews-Aroma_Depot-Surabaya_East_Java_Java.html
1256,Crystal Jade My Bread Supermal Pakuwon Indah,3.5,7,"#1,256 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4816510-Reviews-Crystal_Jade_My_Bread_Supermal_Pakuwon_Indah-Surabaya_East_Java_Java.html
1257,Depot Kedungdoro,3.5,4,"#1,257 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233479-Reviews-Depot_Kedungdoro-Surabaya_East_Java_Java.html
1258,Bintang Lima Steak,3.5,3,"#1,258 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233381-Reviews-Bintang_Lima_Steak-Surabaya_East_Java_Java.html
1259,Rumah Makan Aroma,3.5,4,"#1,259 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233987-Reviews-Rumah_Makan_Aroma-Surabaya_East_Java_Java.html
1260,Kenaqs House Restaurant,3.5,4,"#1,260 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233752-Reviews-Kenaqs_House_Restaurant-Surabaya_East_Java_Java.html
1261,Kedai Kuno Tjap Djamoe Bar,3.5,4,"#1,261 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12562105-Reviews-Kedai_Kuno_Tjap_Djamoe_Bar-Surabaya_East_Java_Java.html
1262,Warung Bakso Remaja,3.5,5,"#1,262 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4234175-Reviews-Warung_Bakso_Remaja-Surabaya_East_Java_Java.html
1263,3 Yolks Wholefoods Canteen,3.5,3,"#1,263 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10441519-Reviews-3_Yolks_Wholefoods_Canteen-Surabaya_East_Java_Java.html
1264,The Guild Board Game Cafe,3.5,3,"#1,264 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10341117-Reviews-The_Guild_Board_Game_Cafe-Surabaya_East_Java_Java.html
1265,Playboy Bakery,3.5,5,"#1,265 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488208-Reviews-Playboy_Bakery-Surabaya_East_Java_Java.html
1266,Ayam Goreng Janur,3.5,4,"#1,266 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233200-Reviews-Ayam_Goreng_Janur-Surabaya_East_Java_Java.html
1267,Rollaas,3,11,"#1,267 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488765-Reviews-Rollaas-Surabaya_East_Java_Java.html
1268,McDonald's Rungkut,3.5,15,"#1,268 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8732933-Reviews-McDonald_s_Rungkut-Surabaya_East_Java_Java.html
1269,Rumah Makan Aroma Ujung Pandang,3.5,5,"#1,269 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233993-Reviews-Rumah_Makan_Aroma_Ujung_Pandang-Surabaya_East_Java_Java.html
1270,Gubuk Makan Mang Engking,3,9,"#1,270 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13325112-Reviews-Gubuk_Makan_Mang_Engking-Surabaya_East_Java_Java.html
1271,Myeongdong,3.5,3,"#1,271 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9763767-Reviews-Myeongdong-Surabaya_East_Java_Java.html
1272,Kedai Kraampjes,3.5,7,"#1,272 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6975346-Reviews-Kedai_Kraampjes-Surabaya_East_Java_Java.html
1273,Kenari Restaurant,3.5,3,"#1,273 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610250-Reviews-Kenari_Restaurant-Surabaya_East_Java_Java.html
1274,Katsuya Restaurant,3.5,5,"#1,274 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233711-Reviews-Katsuya_Restaurant-Surabaya_East_Java_Java.html
1275,Hungry Daze,3,9,"#1,275 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3545031-Reviews-Hungry_Daze-Surabaya_East_Java_Java.html
1276,SukiGO,4.5,6,"#1,276 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12123828-Reviews-SukiGO-Surabaya_East_Java_Java.html
1277,Wadung Asri Resto,4,10,"#1,277 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8107240-Reviews-Wadung_Asri_Resto-Surabaya_East_Java_Java.html
1278,Nya Muda,3.5,5,"#1,278 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7598273-Reviews-Nya_Muda-Surabaya_East_Java_Java.html
1279,Depot Citra Rasa,3.5,3,"#1,279 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233467-Reviews-Depot_Citra_Rasa-Surabaya_East_Java_Java.html
1280,Tanggal Tua,3.5,16,"#1,280 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12502934-Reviews-Tanggal_Tua-Surabaya_East_Java_Java.html
1281,Solaria,3,5,"#1,281 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13204690-Reviews-Solaria-Surabaya_East_Java_Java.html
1282,GH Corner Surabaya,3.5,2,"#1,282 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14773979-Reviews-GH_Corner_Surabaya-Surabaya_East_Java_Java.html
1283,Butter and Bean,3.5,2,"#1,283 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15608652-Reviews-Butter_and_Bean-Surabaya_East_Java_Java.html
1284,Gokana Ramen & Teppan,4,1,"#1,284 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d17160954-Reviews-Gokana_Ramen_Teppan-Surabaya_East_Java_Java.html
1285,Tempati Kitchen,3.5,2,"#1,285 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15850433-Reviews-Tempati_Kitchen-Surabaya_East_Java_Java.html
1286,Be Cafe,3.5,6,"#1,286 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10086565-Reviews-Be_Cafe-Surabaya_East_Java_Java.html
1287,Sukimura,4,1,"#1,287 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16850114-Reviews-Sukimura-Surabaya_East_Java_Java.html
1288,United Steaks,4,1,"#1,288 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12873759-Reviews-United_Steaks-Surabaya_East_Java_Java.html
1289,Excelso Merr,4,1,"#1,289 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16754717-Reviews-Excelso_Merr-Surabaya_East_Java_Java.html
1290,J.Co Royal Plaza,3.5,2,"#1,290 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d17115371-Reviews-J_Co_Royal_Plaza-Surabaya_East_Java_Java.html
1291,Dapur Cerme,4,1,"#1,291 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13296155-Reviews-Dapur_Cerme-Surabaya_East_Java_Java.html
1292,Fish & Co,4,1,"#1,292 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15776538-Reviews-Fish_Co-Surabaya_East_Java_Java.html
1293,Michuu Korean Coffee House,3.5,2,"#1,293 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16850110-Reviews-Michuu_Korean_Coffee_House-Surabaya_East_Java_Java.html
1294,Petrichor Cafe,4,1,"#1,294 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15681467-Reviews-Petrichor_Cafe-Surabaya_East_Java_Java.html
1295,Djournal Coffee Pakuwon Mall,4,1,"#1,295 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16660401-Reviews-Djournal_Coffee_Pakuwon_Mall-Surabaya_East_Java_Java.html
1296,Zhang Palace Restaurant,4,1,"#1,296 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15829144-Reviews-Zhang_Palace_Restaurant-Surabaya_East_Java_Java.html
1297,Pasarame,4,1,"#1,297 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16657106-Reviews-Pasarame-Surabaya_East_Java_Java.html
1298,Popline cafe,4,1,"#1,298 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14801772-Reviews-Popline_cafe-Surabaya_East_Java_Java.html
1299,Papa Ron's Pizza - Marvell City,3.5,2,"#1,299 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16710864-Reviews-Papa_Ron_s_Pizza_Marvell_City-Surabaya_East_Java_Java.html
1300,Warung Now Nongkrong Wareg,4,1,"#1,300 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15545008-Reviews-Warung_Now_Nongkrong_Wareg-Surabaya_East_Java_Java.html
1301,Nasi Lalaap Khas Tarakan,3.5,3,"#1,301 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12391932-Reviews-Nasi_Lalaap_Khas_Tarakan-Surabaya_East_Java_Java.html
1302,Kafe Surabaya,4,1,"#1,302 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6490122-Reviews-Kafe_Surabaya-Surabaya_East_Java_Java.html
1303,Mie Mapan,3.5,3,"#1,303 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14795585-Reviews-Mie_Mapan-Surabaya_East_Java_Java.html
1304,Aan Tafel Resto,4,1,"#1,304 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15785435-Reviews-Aan_Tafel_Resto-Surabaya_East_Java_Java.html
1305,Kimukatsu,3.5,2,"#1,305 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15637769-Reviews-Kimukatsu-Surabaya_East_Java_Java.html
1306,Warung Kopi Pakde Kandar,4,2,"#1,306 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489382-Reviews-Warung_Kopi_Pakde_Kandar-Surabaya_East_Java_Java.html
1307,Garuda Depot,4,1,"#1,307 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233535-Reviews-Garuda_Depot-Surabaya_East_Java_Java.html
1308,Kafe Marlia,4,1,"#1,308 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12698964-Reviews-Kafe_Marlia-Surabaya_East_Java_Java.html
1309,Bebek Cak Yui Sambal Pencit,3.5,3,"#1,309 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6614304-Reviews-Bebek_Cak_Yui_Sambal_Pencit-Surabaya_East_Java_Java.html
1310,Caturra Espresso - Kupang Indah,4,1,"#1,310 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15274130-Reviews-Caturra_Espresso_Kupang_Indah-Surabaya_East_Java_Java.html
1311,Kraton Resto,4,9,"#1,311 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10500170-Reviews-Kraton_Resto-Surabaya_East_Java_Java.html
1312,Poppy Restaurant,3.5,4,"#1,312 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489342-Reviews-Poppy_Restaurant-Surabaya_East_Java_Java.html
1313,Ajien Depot,4,1,"#1,313 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4609981-Reviews-Ajien_Depot-Surabaya_East_Java_Java.html
1314,Roo Beans Float Shake,4,1,"#1,314 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489867-Reviews-Roo_Beans_Float_Shake-Surabaya_East_Java_Java.html
1315,Maximum Bistro,4,1,"#1,315 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13794113-Reviews-Maximum_Bistro-Surabaya_East_Java_Java.html
1316,Poku Poku,4,1,"#1,316 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15197099-Reviews-Poku_Poku-Surabaya_East_Java_Java.html
1317,RM Tanase,4,1,"#1,317 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14796537-Reviews-RM_Tanase-Surabaya_East_Java_Java.html
1318,Chug!,4,1,"#1,318 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15296289-Reviews-Chug-Surabaya_East_Java_Java.html
1319,Yoshinoya,3.5,4,"#1,319 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13395807-Reviews-Yoshinoya-Surabaya_East_Java_Java.html
1320,Irba Steak,3.5,2,"#1,320 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15521766-Reviews-Irba_Steak-Surabaya_East_Java_Java.html
1321,Depot Golden Yen,4,1,"#1,321 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13426238-Reviews-Depot_Golden_Yen-Surabaya_East_Java_Java.html
1322,Nasi Pecel Madiun Dharmahusada,4,1,"#1,322 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15236631-Reviews-Nasi_Pecel_Madiun_Dharmahusada-Surabaya_East_Java_Java.html
1323,Rice & Noodle Hut,4,1,"#1,323 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6490103-Reviews-Rice_Noodle_Hut-Surabaya_East_Java_Java.html
1324,Shae Coffee and Eatery,3.5,2,"#1,324 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14436086-Reviews-Shae_Coffee_and_Eatery-Surabaya_East_Java_Java.html
1325,K Sushi Surabaya,4,1,"#1,325 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14494737-Reviews-K_Sushi_Surabaya-Surabaya_East_Java_Java.html
1326,A-FAI Noodle,4,1,"#1,326 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13447108-Reviews-A_FAI_Noodle-Surabaya_East_Java_Java.html
1327,Roof Gardens,4,1,"#1,327 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13198560-Reviews-Roof_Gardens-Surabaya_East_Java_Java.html
1328,Misterblek Blended Coffee,3.5,3,"#1,328 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7707402-Reviews-Misterblek_Blended_Coffee-Surabaya_East_Java_Java.html
1329,House of Wok Express,4,1,"#1,329 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15079114-Reviews-House_of_Wok_Express-Surabaya_East_Java_Java.html
1330,Warung Mapan,3.5,2,"#1,330 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15079367-Reviews-Warung_Mapan-Surabaya_East_Java_Java.html
1331,Jaya Depot,3.5,4,"#1,331 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610221-Reviews-Jaya_Depot-Surabaya_East_Java_Java.html
1332,Lontong Balap Lontong Kupang Pak H.Woko,4,1,"#1,332 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15054174-Reviews-Lontong_Balap_Lontong_Kupang_Pak_H_Woko-Surabaya_East_Java_Java.html
1333,Mee Macau,4,1,"#1,333 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14996152-Reviews-Mee_Macau-Surabaya_East_Java_Java.html
1334,Spesial Belut Surabaya,3.5,3,"#1,334 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15201108-Reviews-Spesial_Belut_Surabaya-Surabaya_East_Java_Java.html
1335,Arjuna Restaurant,3.5,3,"#1,335 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489090-Reviews-Arjuna_Restaurant-Surabaya_East_Java_Java.html
1336,Bebek Goreng Pak Kabul,3,6,"#1,336 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488814-Reviews-Bebek_Goreng_Pak_Kabul-Surabaya_East_Java_Java.html
1337,Warung Mapan,3.5,3,"#1,337 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14795602-Reviews-Warung_Mapan-Surabaya_East_Java_Java.html
1338,Kedai TKP,3,5,"#1,338 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10074355-Reviews-Kedai_TKP-Surabaya_East_Java_Java.html
1339,Jack & John Kitchen,4,1,"#1,339 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14120349-Reviews-Jack_John_Kitchen-Surabaya_East_Java_Java.html
1340,Leker Baper,3.5,2,"#1,340 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14176163-Reviews-Leker_Baper-Surabaya_East_Java_Java.html
1341,Adam Food House,3,6,"#1,341 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233090-Reviews-Adam_Food_House-Surabaya_East_Java_Java.html
1342,Ah Yat Abalone,3.5,2,"#1,342 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13162831-Reviews-Ah_Yat_Abalone-Surabaya_East_Java_Java.html
1343,Killiney Kopitiam,3.5,15,"#1,343 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3171889-Reviews-Killiney_Kopitiam-Surabaya_East_Java_Java.html
1344,Kedai Bukit Tinggi,3.5,2,"#1,344 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13961171-Reviews-Kedai_Bukit_Tinggi-Surabaya_East_Java_Java.html
1345,Posto Cafe,3.5,2,"#1,345 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13823444-Reviews-Posto_Cafe-Surabaya_East_Java_Java.html
1346,Supresso,3.5,2,"#1,346 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10483650-Reviews-Supresso-Surabaya_East_Java_Java.html
1347,Cakcuk Cafe,3.5,3,"#1,347 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13422203-Reviews-Cakcuk_Cafe-Surabaya_East_Java_Java.html
1348,Lauk Pauk,3.5,3,"#1,348 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7200416-Reviews-Lauk_Pauk-Surabaya_East_Java_Java.html
1349,depot prasmanan sukses,3.5,4,"#1,349 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7310238-Reviews-Depot_prasmanan_sukses-Surabaya_East_Java_Java.html
1350,Depot Bung Tomo,3.5,4,"#1,350 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12105807-Reviews-Depot_Bung_Tomo-Surabaya_East_Java_Java.html
1351,Pizza Hut Kupang Surabaya,3.5,3,"#1,351 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14176165-Reviews-Pizza_Hut_Kupang_Surabaya-Surabaya_East_Java_Java.html
1352,Kepo Resto And Cafe Surabaya,4,1,"#1,352 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14015443-Reviews-Kepo_Resto_And_Cafe_Surabaya-Surabaya_East_Java_Java.html
1353,Le Ezmod,3.5,2,"#1,353 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13391630-Reviews-Le_Ezmod-Surabaya_East_Java_Java.html
1354,Bakmi RN,3.5,2,"#1,354 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12502962-Reviews-Bakmi_RN-Surabaya_East_Java_Java.html
1355,Curabhaya Lounge,4,1,"#1,355 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12666979-Reviews-Curabhaya_Lounge-Surabaya_East_Java_Java.html
1356,I Am Geprek Bensu,4,1,"#1,356 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13118072-Reviews-I_Am_Geprek_Bensu-Surabaya_East_Java_Java.html
1357,Fish & Co.,4,1,"#1,357 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13817951-Reviews-Fish_Co-Surabaya_East_Java_Java.html
1358,Rumah Kopi,3.5,2,"#1,358 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6490146-Reviews-Rumah_Kopi-Surabaya_East_Java_Java.html
1359,Depot Demak,4,1,"#1,359 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233463-Reviews-Depot_Demak-Surabaya_East_Java_Java.html
1360,Vandhela Resto,4,1,"#1,360 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13737846-Reviews-Vandhela_Resto-Surabaya_East_Java_Java.html
1361,Spesial Belut Surabaya,3.5,4,"#1,361 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13152360-Reviews-Spesial_Belut_Surabaya-Surabaya_East_Java_Java.html
1362,Gekko Coffee,3.5,4,"#1,362 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14011035-Reviews-Gekko_Coffee-Surabaya_East_Java_Java.html
1363,Peco Peco Sushi - Gunawangsa MERR,3.5,3,"#1,363 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15032171-Reviews-Peco_Peco_Sushi_Gunawangsa_MERR-Surabaya_East_Java_Java.html
1364,XL Cafe Community Lounge,3.5,3,"#1,364 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488120-Reviews-XL_Cafe_Community_Lounge-Surabaya_East_Java_Java.html
1365,Bread Cafe,4,1,"#1,365 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6490116-Reviews-Bread_Cafe-Surabaya_East_Java_Java.html
1366,Squarelicious Eatery,3.5,2,"#1,366 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13426308-Reviews-Squarelicious_Eatery-Surabaya_East_Java_Java.html
1367,Ayam Canton Soerabaja,4,1,"#1,367 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13319767-Reviews-Ayam_Canton_Soerabaja-Surabaya_East_Java_Java.html
1368,Petisan Surabaya,4,1,"#1,368 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13319654-Reviews-Petisan_Surabaya-Surabaya_East_Java_Java.html
1369,Mexicana Burritos & Fajitas,4,1,"#1,369 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13319615-Reviews-Mexicana_Burritos_Fajitas-Surabaya_East_Java_Java.html
1370,Cum Cum,4,1,"#1,370 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13319759-Reviews-Cum_Cum-Surabaya_East_Java_Java.html
1371,Bakwan Darmo,4,1,"#1,371 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13319766-Reviews-Bakwan_Darmo-Surabaya_East_Java_Java.html
1372,YumMee Pork & Chicken Noodles,4,1,"#1,372 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13152182-Reviews-YumMee_Pork_Chicken_Noodles-Surabaya_East_Java_Java.html
1373,Canoe Coffee & Bistro,4,1,"#1,373 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13141429-Reviews-Canoe_Coffee_Bistro-Surabaya_East_Java_Java.html
1374,Mie Janda,4,1,"#1,374 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13007114-Reviews-Mie_Janda-Surabaya_East_Java_Java.html
1375,Furusato Enakky,4,1,"#1,375 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12909889-Reviews-Furusato_Enakky-Surabaya_East_Java_Java.html
